tile,cluster,pit,area_m2,floor_px,n_ground_in_floor,n_reclaim_in_floor,depth_A_m,depth_B_m,d_depth_m,dz_floor_med,dz_floor_min,dz_ring_med
616591,24,21,61.40439920738004,246,162,5,1.1424720329841875,1.1433168724024085,0.0008448394182209995,0.0,-0.03870017881371268,0.0
616591,24,22,49.76512661517432,197,116,3,0.7571422190628709,0.7569133141356019,-0.00022890492726901357,0.0,-0.0649294720395801,0.0
616591,25,60,31.43935556800696,125,69,0,0.3324760848694268,0.3292054931579287,-0.0032705917114981276,0.0,-0.03956041739269267,0.0
616591,26,20,36.667942075492306,149,62,1,0.6447167090771586,0.6388327893786254,-0.005883919698533191,0.0,-0.05607048143821203,0.0
616591,27,28,33.86200980264382,137,83,1,1.0064708526978734,1.0072158891331355,0.0007450364352621364,0.0,-0.047839740098936545,0.0
616591,27,29,35.42864054935269,144,86,1,0.7124514195713232,0.710972325455316,-0.001479094116007218,0.0,-0.14795324183353387,0.0
616591,27,57,47.146633581593036,188,106,3,0.299150356594339,0.2987928302277396,-0.0003575263665993589,0.0,-0.10291983999888998,0.0
616591,28,26,59.026786078226664,238,154,0,0.4641553186597207,0.46949425079856155,0.005338932138840846,0.0,-0.02078156308573398,0.0
616591,29,27,36.36231725424604,146,76,3,0.7858578006081984,0.7837264001727249,-0.0021314004354735516,0.0,-0.10992572816689972,0.0
616591,30,30,44.518771057018654,180,97,1,0.39053522777476246,0.3936386708627424,0.00310344308797994,0.0,-0.12845807272026377,0.0
616591,31,31,43.00181066740997,175,81,5,0.6054147079117342,0.6037431066178556,-0.0016716012938786662,0.0,-0.10722216624060366,0.0
616591,32,34,49.351934141578106,194,104,3,0.7144067130675467,0.7126082169415895,-0.001798496125957172,0.0,-0.041148852428591454,0.0
616591,32,46,46.9689602964766,189,118,6,1.5575880660404664,1.5616228548970525,0.004034788856586147,0.0,-0.23286104205033098,0.0
616591,33,32,34.90939940685912,139,70,8,1.3382568873736886,1.337069797399181,-0.0011870899745076713,-5.684341886080802e-14,-0.20185186514521547,0.0
616591,33,52,43.28708609893799,174,111,4,0.7397087597891527,0.7376590728088104,-0.002049686980342358,0.0,-0.21662408933491406,0.0
616591,34,33,30.880714249269875,122,78,2,0.6974248466526092,0.6966230260785551,-0.0008018205740540907,0.0,-0.10987794011441565,0.0
616591,34,43,46.10264584567117,183,119,0,0.32764361673565645,0.32609316261527965,-0.0015504541203767985,0.0,-0.018422875046269382,0.0
616591,35,13,23.95014393046888,93,66,7,1.0517207166129197,1.083465779559674,0.03174506294675439,0.0,-0.3646845597458537,0.0
616591,36,16,59.433927113976495,237,123,12,1.5780108137175262,1.577642947969025,-0.0003678657485011172,0.0,-0.08990647098971749,0.0
616591,37,12,59.14751775476254,234,121,34,1.6152227515063373,1.697496657845761,0.08227390633942377,-0.014417570918737965,-0.26031809827259167,0.0
616591,38,14,31.560969636628496,126,163,10,1.1979996663192765,1.197396997624594,-0.0006026686946825066,-0.0014934743441301634,-0.16283485754991034,0.0
616591,39,54,36.7142006670647,149,93,4,0.3712499762228276,0.3817277344308536,0.010477758208025989,0.0,-0.09426842818714931,0.0
616591,40,18,16.37490827442992,66,45,5,0.9049537684087454,0.9057052248422224,0.0007514564334769602,0.0,-0.1591290394391649,0.0
616591,40,44,17.70761301879383,73,39,9,0.9521746350920921,0.9475383368752546,-0.004636298216837531,-0.005442835341796126,-0.2977741301731953,0.0
616591,41,15,103.6888350623773,416,687,10,1.1892528517501546,1.1950084959479454,0.0057556441977908435,0.00016547425747148736,-0.11828799846426818,0.0
616591,42,17,32.94178074699999,134,92,13,1.0995872820883505,1.119084885334928,0.019497603246577455,0.0,-0.14283215000386917,0.0
616591,43,24,17.688397334811008,72,31,5,0.8873884239677068,0.8906230412009677,0.0032346172332609058,0.0,-0.21954925378435064,0.0
616591,44,19,35.68741995264159,145,103,7,0.5326351832430305,0.5332314179245259,0.0005962346814953889,-2.9002457608839904e-06,-0.055591850225198414,0.0
616591,45,56,16.758364406528123,66,97,2,0.7426754835140628,0.7315718556536126,-0.01110362786045016,-0.0038580966865708888,-0.07005448540098769,0.0
