pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,x,y,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,anomaly_rank
621.0085,621.5170,621.9485,0.5085,0.9401,4.5000,5.0495,9.0000,0.0565,0.2386,10.7841,-0.1306,-0.3596,5.2217,599,699522.5723,4648646.2814,dem_mk5_1m,,1.3481,0.6847,2.3471,0.4152,457
456.0900,456.3963,456.8119,0.3063,0.7219,3.5000,5.0990,7.0000,0.0438,0.1525,3.9297,-0.1671,-0.2099,7.6193,395,622051.7286,4596708.2760,dem_9t_1m,,1.4965,0.9532,2.3348,0.4487,458
488.8585,489.4790,490.2576,0.6205,1.3992,6.0000,5.3852,12.0000,0.0517,0.3766,23.3940,-0.2501,-0.4715,12.3951,203,620070.3231,4593128.0856,dem_9t_1m,,0.6979,0.3237,2.3343,0.4037,459
438.9600,439.5389,439.9812,0.5789,1.0212,4.0000,5.3852,8.0000,0.0724,0.2752,9.7004,-0.1319,-0.4179,7.4562,325,622319.3666,4596473.3966,dem_9t_1m,,1.1392,0.5729,2.3323,0.4154,460
487.8386,488.3624,488.8675,0.5237,1.0288,5.0000,5.3852,10.0000,0.0524,0.5300,13.7116,-0.0916,-0.3484,3.8203,582,699774.2156,4649180.5674,dem_mk5_1m,,1.0510,0.4995,2.3278,0.4109,461
432.2636,433.2549,434.3477,0.9913,2.0840,5.5000,5.3852,11.0000,0.0901,0.8376,31.4022,-0.2668,-0.7646,11.7356,28,621483.9821,4594963.8526,dem_9t_1m,,1.0888,0.5968,2.3266,0.4428,462
508.3866,508.8889,509.4508,0.5023,1.0642,4.0000,5.3852,8.0000,0.0628,0.2044,8.4159,-0.1385,-0.3752,7.0829,664,699296.3062,4647914.0695,dem_mk5_1m,,1.1392,0.6029,2.3152,0.4165,463
462.8300,463.3044,463.7943,0.4745,0.9643,5.5000,5.0990,11.0000,0.0431,0.4073,15.0297,-0.1217,-0.3513,5.9625,500,619670.6678,4596475.5260,dem_9t_1m,,1.2033,0.5180,2.3062,0.4128,464
465.7449,466.5009,467.0133,0.7560,1.2684,7.0000,5.8310,14.0000,0.0540,0.2944,38.7930,-0.1841,-0.4934,9.4082,278,622566.0391,4596978.5347,dem_9t_1m,,1.0048,0.4875,2.3039,0.4099,465
457.0160,457.7429,458.0509,0.7269,1.0349,4.0000,5.3852,8.0000,0.0909,0.2483,12.1798,-0.2464,-0.5594,11.8890,478,623227.4357,4596099.4569,dem_9t_1m,,1.1392,0.6604,2.3028,0.4284,466
441.4547,442.0727,442.3466,0.6181,0.8919,4.5000,5.0990,9.0000,0.0687,0.1527,13.1067,-0.1381,-0.4351,7.5026,250,623916.3497,4596244.0862,dem_9t_1m,,1.2033,0.5815,2.3015,0.4079,467
457.3540,457.8540,458.1131,0.5000,0.7591,4.5000,5.0990,9.0000,0.0556,0.2142,10.6022,-0.1186,-0.3944,6.2580,5,621882.7306,4595746.8186,dem_9t_1m,,1.2033,0.6861,2.2975,0.4119,468
383.2972,384.5238,385.4419,1.2266,2.1447,6.0000,5.8310,12.0000,0.1022,0.6253,46.2415,-0.1791,-0.8057,8.9866,231,623180.5909,4594540.3101,dem_9t_1m,,1.4982,0.7207,2.2965,0.4557,469
523.6339,523.9096,524.2571,0.2757,0.6232,4.0000,5.0990,8.0000,0.0345,0.1897,4.6193,-0.0903,-0.2011,4.1141,655,697565.3471,4647566.7684,dem_mk5_1m,,1.2709,1.0456,2.2954,0.4451,470
484.4218,484.8136,485.2010,0.3918,0.7792,4.0000,5.3852,8.0000,0.0490,0.2314,6.5644,-0.0954,-0.2975,6.6108,314,620734.5042,4596180.5345,dem_9t_1m,,1.1392,0.7766,2.2952,0.4252,471
467.6211,468.8639,469.7771,1.2428,2.1560,6.0000,5.3852,12.0000,0.1036,0.7513,46.8535,-0.2901,-0.8892,13.1152,287,622038.6252,4596804.2588,dem_9t_1m,,1.5448,0.8927,2.2892,0.4697,472
543.1418,544.1508,544.5482,1.0090,1.4064,4.5000,5.0990,9.0000,0.1121,0.2693,21.3973,-0.3998,-0.8180,14.9862,577,700490.8518,4649065.6868,dem_mk5_1m,,1.7526,0.9488,2.2877,0.4482,473
480.2038,480.8374,481.6846,0.6335,1.4808,7.0000,5.8310,14.0000,0.0453,0.6362,32.5089,-0.1416,-0.2769,7.0741,530,622125.5993,4597378.5175,dem_9t_1m,,1.0048,0.5127,2.2871,0.4075,474
444.6960,445.5170,445.9911,0.8209,1.2951,5.5000,5.6569,11.0000,0.0746,0.5175,26.0050,-0.1767,-0.5976,7.7907,511,621632.9096,4594950.9394,dem_9t_1m,,0.5106,0.2106,2.2858,0.4038,475
470.4593,471.3738,471.9443,0.9145,1.4850,7.0000,6.0000,14.0000,0.0653,0.3765,46.9265,-0.0990,-0.5336,4.4498,513,620724.5128,4594671.8359,dem_9t_1m,,1.4319,0.6847,2.2810,0.4327,476
493.2540,493.7838,493.9479,0.5298,0.6939,6.5000,5.8310,13.0000,0.0408,0.0868,23.4426,-0.1310,-0.3380,5.3540,160,620335.0128,4594581.4221,dem_9t_1m,,1.1650,0.6691,2.2804,0.4228,477
470.4784,471.2709,471.7113,0.7925,1.2329,4.0000,5.0990,8.0000,0.0991,0.3391,13.2792,-0.3693,-0.5986,15.3780,470,623062.9874,4595847.8707,dem_9t_1m,,1.5155,0.8866,2.2748,0.4489,478
413.7651,414.7762,415.1432,1.0111,1.3781,4.5000,5.3852,9.0000,0.1123,0.3350,21.4413,-0.3589,-0.7846,14.7214,44,622333.4775,4595168.4267,dem_9t_1m,,1.5223,0.8176,2.2727,0.4408,479
459.3600,459.7568,459.9212,0.3969,0.5612,4.5000,5.0990,9.0000,0.0441,0.1158,8.4155,-0.0892,-0.2675,5.3682,251,623891.7807,4596388.5518,dem_9t_1m,,1.3636,0.8844,2.2662,0.4363,480
460.1291,461.0687,461.6089,0.9396,1.4798,4.5000,5.3852,9.0000,0.1044,0.4863,19.9250,-0.2383,-0.6678,11.2806,46,621960.7993,4595219.1428,dem_9t_1m,,1.2750,0.5510,2.2661,0.4211,481
461.4660,462.3941,462.9144,0.9282,1.4484,5.0000,5.0990,10.0000,0.0928,0.4738,24.2992,-0.3625,-0.7743,15.4124,14,621311.8891,4595614.3298,dem_9t_1m,,1.4628,0.7065,2.2650,0.4345,482
483.7916,484.5636,484.8102,0.7719,1.0186,5.0000,5.3852,10.0000,0.0772,0.1487,20.2094,-0.3325,-0.6397,12.5898,397,621524.3147,4597404.7244,dem_9t_1m,,1.2289,0.5864,2.2586,0.4353,483
484.9550,485.9531,486.8556,0.9980,1.9006,7.0000,5.6569,14.0000,0.0713,0.7346,51.2125,-0.1700,-0.5422,8.6340,465,622958.8150,4595679.8189,dem_9t_1m,,1.4637,0.5988,2.2573,0.4215,484
482.7143,483.3641,484.0400,0.6498,1.3257,4.0000,5.0990,8.0000,0.0812,0.3134,10.8877,-0.2317,-0.4995,10.8538,12,621579.5735,4595738.2710,dem_9t_1m,,1.2033,0.6214,2.2560,0.4192,485
472.9451,473.7595,474.1316,0.8144,1.1866,5.0000,5.3852,10.0000,0.0814,0.1949,21.3207,-0.1325,-0.5553,6.7964,317,620874.7111,4595950.5690,dem_9t_1m,,0.8687,0.4346,2.2497,0.4084,486
451.5492,452.0922,452.3048,0.5429,0.7556,6.5000,5.8310,13.0000,0.0418,0.1885,24.0218,-0.1344,-0.3745,6.6117,307,620194.3145,4597391.6210,dem_9t_1m,,1.0728,0.5901,2.2413,0.4157,487
393.0428,393.8551,394.2060,0.8123,1.1631,6.0000,5.8310,12.0000,0.0677,0.3087,30.6213,-0.0579,-0.4866,2.6434,236,623674.2634,4595560.0861,dem_9t_1m,,1.2911,0.5085,2.2387,0.4244,488
406.3505,407.0959,407.5049,0.7455,1.1544,4.5000,5.3852,9.0000,0.0828,0.4405,15.8085,-0.1988,-0.5657,10.3585,260,623633.3151,4597003.4312,dem_9t_1m,,0.7818,0.4367,2.2369,0.4064,489
475.8405,476.6930,477.3375,0.8526,1.4970,4.5000,5.0495,9.0000,0.0947,0.3981,18.0794,-0.3479,-0.6969,17.4925,502,619534.7195,4596502.0604,dem_9t_1m,,1.7375,0.8248,2.2362,0.4541,490
645.4461,646.1370,647.7926,0.6909,2.3465,7.0000,5.7439,14.0000,0.0494,1.2297,35.4529,-0.1044,-0.3616,6.7496,615,700688.3978,4648432.9317,dem_mk5_1m,,1.8250,0.7423,2.2270,0.4267,491
485.7045,486.6029,487.0219,0.8984,1.3174,5.0000,5.3852,10.0000,0.0898,0.4865,23.5202,-0.2650,-0.6832,12.9504,535,621143.4957,4593774.4133,dem_9t_1m,,0.8217,0.4899,2.2243,0.4123,492
471.5408,472.2348,472.7341,0.6940,1.1932,7.0000,6.0828,14.0000,0.0496,0.3400,35.6110,-0.0592,-0.3479,4.3271,144,619781.7195,4595006.6291,dem_9t_1m,,1.6739,0.7108,2.2199,0.4366,493
482.4000,483.0682,483.7006,0.6682,1.3006,5.5000,5.8310,11.0000,0.0607,0.2798,21.1675,-0.1743,-0.5063,7.4722,438,620548.7628,4594032.8789,dem_9t_1m,,0.9374,0.2671,2.2182,0.4063,494
506.4029,506.8564,507.6829,0.4535,1.2800,7.0000,5.3852,14.0000,0.0324,0.5396,23.2714,-0.1399,-0.2903,6.1648,588,699045.4227,4649204.8808,dem_mk5_1m,,1.0048,0.5386,2.2030,0.4165,495
464.0188,464.5944,465.4662,0.5757,1.4475,7.0000,5.3852,14.0000,0.0411,0.6367,29.5383,-0.1955,-0.4007,9.5295,99,620838.1853,4594675.1118,dem_9t_1m,,1.0048,0.4021,2.2023,0.4118,496
418.9210,419.5558,420.0073,0.6349,1.0863,6.0000,5.3852,12.0000,0.0529,0.4599,23.9336,-0.2427,-0.4954,10.6509,360,623546.5048,4595001.2239,dem_9t_1m,,0.5778,0.3066,2.1962,0.4009,497
434.0114,434.7326,435.1224,0.7212,1.1109,6.5000,5.9155,13.0000,0.0555,0.3633,31.9085,-0.1817,-0.4726,7.9949,524,620862.7542,4595172.0602,dem_9t_1m,,1.1846,0.4026,2.1937,0.4193,498
477.9514,478.7280,479.2174,0.7767,1.2660,4.0000,5.0990,8.0000,0.0971,0.2761,13.0133,-0.2851,-0.6025,12.6671,268,623039.4012,4597189.5002,dem_9t_1m,,1.2033,0.7800,2.1892,0.4350,499
480.2713,481.1574,481.6519,0.8861,1.3806,5.0000,5.6569,10.0000,0.0886,0.2818,23.1983,-0.2541,-0.6894,12.7627,147,620044.4437,4594909.3360,dem_9t_1m,,0.8283,0.5211,2.1869,0.4190,500
418.0453,418.5568,419.2360,0.5115,1.1907,6.0000,6.0000,12.0000,0.0426,0.4458,19.2844,-0.0469,-0.3068,2.2443,33,621256.6142,4594980.3781,dem_9t_1m,,1.4319,0.6447,2.1848,0.4340,501
467.4026,467.8881,468.5485,0.4854,1.1458,4.5000,5.0990,9.0000,0.0539,0.4160,10.2935,-0.2485,-0.3499,9.4956,367,623986.1255,4596662.7415,dem_9t_1m,,1.2033,0.5819,2.1815,0.4159,502
442.7260,443.7557,444.2207,1.0297,1.4947,5.5000,5.3852,11.0000,0.0936,0.2354,32.6184,-0.3133,-0.7917,12.8033,85,622086.5858,4595147.3415,dem_9t_1m,,1.1822,0.6003,2.1781,0.4264,503
505.0842,505.4767,506.0052,0.3925,0.9210,4.5000,5.0990,9.0000,0.0436,0.2722,8.3223,-0.1024,-0.2817,4.6099,645,699534.7290,4647016.6787,dem_mk5_1m,,1.2033,0.8017,2.1774,0.4193,504
452.6063,453.1161,453.7332,0.5099,1.1270,5.0000,5.6569,10.0000,0.0510,0.3280,13.3480,-0.1774,-0.4158,8.5600,167,619526.2023,4594302.3186,dem_9t_1m,,0.7194,0.3828,2.1769,0.4080,505
423.8322,424.3293,425.3529,0.4971,1.5207,4.5000,5.3852,9.0000,0.0552,0.6988,10.5420,-0.1696,-0.3716,7.7021,455,622694.4529,4594759.6291,dem_9t_1m,,0.8812,0.4318,2.1695,0.4240,506
566.2936,566.8301,568.4486,0.5366,2.1550,7.0000,5.8310,14.0000,0.0383,1.0773,27.5323,-0.0464,-0.1868,4.0035,562,700408.1863,4648096.7995,dem_mk5_1m,,1.4282,0.8803,2.1635,0.4292,507
474.2000,474.6304,475.5155,0.4304,1.3155,7.0000,6.0000,14.0000,0.0307,0.6318,22.0844,-0.0451,-0.2149,1.6902,229,623899.9704,4594368.3273,dem_9t_1m,,1.4855,0.8431,2.1623,0.4438,508
428.7104,429.6388,430.0727,0.9284,1.3623,4.5000,5.3852,9.0000,0.1032,0.3876,19.6882,-0.2911,-0.7271,13.8119,54,621378.9995,4594599.6172,dem_9t_1m,,1.2363,0.6860,2.1610,0.4281,509
482.7184,483.0490,483.2593,0.3306,0.5409,4.0000,5.3852,8.0000,0.0413,0.1239,5.5397,-0.0831,-0.2512,4.5805,527,620047.3920,4595555.0085,dem_9t_1m,,1.3940,0.9384,2.1609,0.4477,510
454.7173,455.2592,455.4791,0.5419,0.7618,4.5000,5.0990,9.0000,0.0602,0.1770,11.4908,-0.1255,-0.3801,6.9333,58,622201.5686,4594663.4966,dem_9t_1m,,1.2033,0.6529,2.1546,0.4157,511
442.0378,442.3530,442.8124,0.3152,0.7747,6.5000,5.6569,13.0000,0.0242,0.2144,13.9478,-0.0690,-0.2341,3.2753,123,620936.7887,4595596.6120,dem_9t_1m,,1.2202,0.8492,2.1534,0.4357,512
439.5909,440.5889,440.9099,0.9981,1.3191,5.0000,5.3852,10.0000,0.0998,0.3232,26.1296,-0.2585,-0.7686,13.0618,110,620837.5301,4595289.0085,dem_9t_1m,,1.1320,0.5964,2.1485,0.4160,513
461.6499,462.6715,463.4745,1.0215,1.8246,6.0000,5.3852,12.0000,0.0851,0.4461,38.5114,-0.2663,-0.7231,11.0362,266,623187.4702,4597122.0175,dem_9t_1m,,0.9448,0.5531,2.1402,0.4164,514
489.3488,489.9667,490.0707,0.6179,0.7219,4.0000,5.0000,8.0000,0.0772,0.0663,10.3533,-0.2732,-0.4772,10.6426,419,619833.9696,4595977.4310,dem_9t_1m,,1.4929,0.8066,2.1401,0.4509,515
475.4214,475.6653,476.1401,0.2439,0.7188,5.0000,5.3852,10.0000,0.0244,0.3718,6.3860,-0.0255,-0.1640,2.3680,415,619618.4178,4596241.7931,dem_9t_1m,,1.3472,0.9009,2.1379,0.4534,516
479.3516,479.9316,480.8863,0.5800,1.5346,5.0000,5.3852,10.0000,0.0580,0.4613,15.1832,-0.1280,-0.4168,7.2590,209,621215.2371,4593551.3271,dem_9t_1m,,0.6136,0.3139,2.1378,0.3954,517
467.9527,468.9265,469.8239,0.9738,1.8712,5.5000,5.3852,11.0000,0.0885,0.4734,30.8492,-0.2368,-0.7251,10.4867,660,698845.1414,4649358.0549,dem_mk5_1m,,0.9520,0.4390,2.1374,0.4111,518
467.8371,468.7997,469.0865,0.9626,1.2494,4.5000,5.0990,9.0000,0.1070,0.2872,20.4123,-0.3330,-0.7736,13.8268,374,623193.6944,4596847.8277,dem_9t_1m,,1.3545,0.8617,2.1370,0.4389,519
442.9632,443.9423,444.5470,0.9791,1.5838,6.0000,5.6569,12.0000,0.0816,0.3047,36.9099,-0.1291,-0.6203,7.1185,22,621217.5799,4595324.8489,dem_9t_1m,,0.7868,0.4609,2.1311,0.4161,520
481.1000,481.7247,482.1156,0.6247,1.0156,5.0000,5.0990,10.0000,0.0625,0.3195,16.3545,-0.1551,-0.4549,7.1149,315,620877.3318,4596058.6724,dem_9t_1m,,1.2033,0.4214,2.1278,0.4033,521
377.4231,378.0160,379.3845,0.5929,1.9614,7.0000,5.6569,14.0000,0.0423,1.0216,30.4215,-0.1585,-0.3687,5.0325,355,622937.5219,4594349.9824,dem_9t_1m,,1.2832,0.6279,2.1268,0.4153,522
489.5404,489.8958,490.6520,0.3554,1.1116,7.0000,5.6569,14.0000,0.0254,0.4717,18.2369,-0.1127,-0.2314,5.9070,491,620716.1594,4596296.6638,dem_9t_1m,,1.1848,0.6924,2.1185,0.4259,523
458.5307,459.2302,460.5530,0.6995,2.0223,7.0000,5.6569,14.0000,0.0500,0.8376,35.8944,-0.0867,-0.4199,5.4515,473,622694.1253,4595959.9052,dem_9t_1m,,1.0048,0.5989,2.1172,0.4111,524
479.6172,480.3563,481.3083,0.7390,1.6911,5.0000,5.0990,10.0000,0.0739,0.6743,19.3481,-0.1949,-0.5388,8.5458,521,620326.8231,4595167.1464,dem_9t_1m,,1.2033,0.3735,2.1087,0.4200,525
411.8127,412.7183,413.9093,0.9055,2.0965,7.0000,5.8310,14.0000,0.0647,0.7947,46.4645,-0.0846,-0.4039,7.1464,193,622444.3408,4594379.6290,dem_9t_1m,,1.1899,0.6918,2.0987,0.4162,526
474.0017,474.3703,475.1005,0.3686,1.0988,4.0000,5.0990,8.0000,0.0461,0.3532,6.1758,-0.1601,-0.2787,7.9039,141,619784.6678,4595147.8188,dem_9t_1m,,1.2033,0.7329,2.0985,0.4207,527
479.8682,480.7300,481.0327,0.8618,1.1645,6.0000,6.0000,12.0000,0.0718,0.1928,32.4874,-0.1294,-0.5301,6.4125,449,622841.8667,4593533.6374,dem_9t_1m,,1.4319,0.5083,2.0980,0.4284,528
435.9555,436.7010,437.1637,0.7455,1.2081,4.5000,5.0990,9.0000,0.0828,0.3235,15.8092,-0.3333,-0.5787,12.5034,213,622290.3752,4594407.6376,dem_9t_1m,,1.2356,0.6722,2.0970,0.4249,529
456.1743,456.9172,457.2354,0.7430,1.0611,4.5000,5.2421,9.0000,0.0826,0.3014,15.7548,-0.1656,-0.5133,7.4780,370,623986.4531,4596752.1726,dem_9t_1m,,0.7849,0.4938,2.0954,0.4120,530
471.1537,472.2957,472.9140,1.1420,1.7603,6.0000,5.3852,12.0000,0.0952,0.4016,43.0523,-0.2857,-0.8316,12.4864,510,621741.6682,4594981.0774,dem_9t_1m,,1.3205,0.7133,2.0848,0.4357,531
489.4878,489.9986,490.7943,0.5109,1.3065,6.0000,5.8310,12.0000,0.0426,0.4078,19.2591,-0.0656,-0.3533,4.3013,291,621240.6250,4597096.1381,dem_9t_1m,,0.9529,0.5275,2.0716,0.4084,532
479.7080,480.6861,481.2602,0.9781,1.5522,5.0000,5.3852,10.0000,0.0978,0.3168,25.6071,-0.2386,-0.7017,12.4860,211,620844.4094,4593589.9823,dem_9t_1m,,1.0699,0.5309,2.0704,0.4120,533
478.0828,478.5443,478.9496,0.4615,0.8668,6.0000,5.8310,12.0000,0.0385,0.1286,17.3976,-0.0919,-0.2794,5.6227,136,619870.8230,4595616.9223,dem_9t_1m,,1.0414,0.6678,2.0701,0.4190,534
464.4115,465.2533,465.9537,0.8418,1.5422,6.0000,5.7439,12.0000,0.0701,0.3813,31.7350,-0.0684,-0.5198,3.9654,71,621838.6030,4595734.3761,dem_9t_1m,,1.0214,0.4347,2.0668,0.4151,535
475.5201,475.9756,476.1484,0.4555,0.6283,5.5000,5.8310,11.0000,0.0414,0.1062,14.4284,-0.0637,-0.2756,2.2320,402,620572.3490,4597076.8106,dem_9t_1m,,1.3750,0.7579,2.0629,0.4420,536
449.9693,450.6813,451.0458,0.7120,1.0765,4.0000,5.0990,8.0000,0.0890,0.3099,11.9293,-0.3345,-0.5307,14.3957,349,623570.0910,4594635.6377,dem_9t_1m,,1.2446,0.8081,2.0596,0.4452,537
483.5959,484.2162,484.6592,0.6204,1.0633,4.0000,5.0990,8.0000,0.0775,0.1846,10.3943,-0.2227,-0.4410,9.7563,264,623084.6081,4596711.8794,dem_9t_1m,,1.2033,0.6480,2.0567,0.4223,538
448.0508,448.8469,449.3295,0.7962,1.2788,4.5000,5.0495,9.0000,0.0885,0.3190,16.8834,-0.2364,-0.5829,11.7989,177,619608.7540,4593289.7495,dem_9t_1m,,1.3481,0.6201,2.0536,0.4176,539
456.0184,456.3469,457.0038,0.3286,0.9855,4.5000,5.3852,9.0000,0.0365,0.5268,6.9672,-0.1036,-0.2275,4.7111,357,623809.2290,4594767.9825,dem_9t_1m,,1.0873,0.7148,2.0522,0.4330,540
488.4300,489.4701,490.2896,1.0401,1.8596,6.0000,5.7439,12.0000,0.0867,0.5896,39.2097,-0.1303,-0.6905,6.7315,155,619951.0816,4594521.4738,dem_9t_1m,,0.9621,0.5538,2.0496,0.4262,541
442.7553,443.7283,444.2636,0.9729,1.5083,6.5000,5.6569,13.0000,0.0748,0.4060,43.0464,-0.2044,-0.7078,10.2173,149,619546.1850,4594745.8704,dem_9t_1m,,0.9929,0.5083,2.0442,0.4259,542
441.6141,442.2296,442.7422,0.6155,1.1281,4.0000,5.0000,8.0000,0.0769,0.2732,10.3135,-0.3235,-0.4852,13.6803,352,622299.7114,4594614.0170,dem_9t_1m,,1.4929,0.7968,2.0429,0.4502,543
470.6435,471.2085,471.8174,0.5650,1.1739,4.5000,5.0990,9.0000,0.0628,0.2428,11.9813,-0.2005,-0.4255,10.4460,206,620240.0127,4593251.5857,dem_9t_1m,,1.2033,0.5244,2.0382,0.4031,544
454.2265,454.8787,455.2769,0.6523,1.0504,5.0000,5.3852,10.0000,0.0652,0.2429,17.0759,-0.0879,-0.4268,4.7235,329,622439.2632,4596859.2933,dem_9t_1m,,0.8668,0.4476,2.0310,0.4034,545
479.4200,480.3204,481.1476,0.9004,1.7275,5.5000,5.3852,11.0000,0.0819,0.4902,28.5223,-0.1748,-0.6425,7.5044,518,620440.8231,4595045.6119,dem_9t_1m,,0.6661,0.2946,2.0307,0.4059,546
441.5938,442.2565,442.4488,0.6626,0.8549,4.5000,5.0990,9.0000,0.0736,0.2016,14.0515,-0.2268,-0.4640,10.3497,373,623863.6083,4596999.5002,dem_9t_1m,,1.2033,0.5815,2.0225,0.4146,547
433.4344,433.9314,434.7080,0.4971,1.2737,6.5000,5.3852,13.0000,0.0382,0.4225,21.9924,-0.1125,-0.3520,5.5527,523,620867.3405,4595181.5602,dem_9t_1m,,0.7848,0.4871,2.0223,0.4078,548
438.7543,439.5112,440.1932,0.7568,1.4388,6.0000,5.3852,12.0000,0.0631,0.3908,28.5320,-0.1169,-0.4913,6.3451,306,620026.2627,4597473.5175,dem_9t_1m,,0.5361,0.2544,2.0216,0.3994,549
491.6500,492.0196,492.4713,0.3696,0.8213,6.0000,5.8310,12.0000,0.0308,0.1826,13.9347,-0.0561,-0.2341,4.0543,292,621118.7629,4597084.6726,dem_9t_1m,,1.0162,0.7937,2.0169,0.4340,550
416.6500,417.3553,418.1460,0.7053,1.4960,6.0000,5.8310,12.0000,0.0588,0.4936,26.5889,-0.0408,-0.3747,2.2895,29,621337.2472,4594948.4668,dem_9t_1m,,1.3632,0.4089,2.0156,0.4296,551
451.5858,452.5882,453.6550,1.0023,2.0691,6.5000,5.3852,13.0000,0.0771,0.7999,44.3467,-0.2049,-0.6830,9.6358,101,620853.5818,4594784.5256,dem_9t_1m,,1.0678,0.6168,2.0135,0.4335,552
475.3451,475.5730,476.0390,0.2279,0.6939,5.5000,5.5210,11.0000,0.0207,0.1663,7.2205,-0.0453,-0.1540,2.5931,289,621396.8837,4596588.0518,dem_9t_1m,,1.3717,0.8526,2.0084,0.4539,553
471.9675,472.6263,472.9596,0.6587,0.9921,5.5000,5.8310,11.0000,0.0599,0.2952,20.8668,-0.0896,-0.4437,4.5012,497,620561.3749,4597223.7330,dem_9t_1m,,0.9374,0.4112,2.0005,0.4094,554
486.6581,487.6747,487.9741,1.0165,1.3160,6.0000,5.5210,12.0000,0.0847,0.2083,38.3215,-0.2216,-0.7071,9.7517,280,621654.3665,4597383.4313,dem_9t_1m,,0.8944,0.4882,2.0003,0.4200,555
461.8358,462.7682,463.2559,0.9324,1.4201,5.0000,5.3852,10.0000,0.0932,0.4755,24.4111,-0.2354,-0.6998,11.3850,407,619691.1419,4597247.4830,dem_9t_1m,,0.9276,0.4476,1.9988,0.4082,556
497.7643,498.2601,498.9289,0.4958,1.1646,7.0000,5.8310,14.0000,0.0354,0.3493,25.4434,-0.0499,-0.2784,2.5453,619,697773.8342,4647138.8533,dem_mk5_1m,,1.3111,0.7495,1.9985,0.4212,557
467.8680,468.2994,469.1480,0.4315,1.2800,5.5000,5.3852,11.0000,0.0392,0.6800,13.6676,-0.1779,-0.3384,7.7070,318,620680.1249,4595800.2069,dem_9t_1m,,0.7869,0.3723,1.9966,0.4166,558
439.0343,439.8337,440.4065,0.7994,1.3722,6.0000,5.8310,12.0000,0.0666,0.3416,30.1358,-0.0505,-0.4801,3.3002,248,623782.0393,4596236.2242,dem_9t_1m,,1.1571,0.4543,1.9964,0.4191,559
481.4818,482.5144,483.0502,1.0326,1.5684,6.0000,5.8310,12.0000,0.0860,0.3021,38.9278,-0.1400,-0.7057,6.8049,48,621748.8172,4595224.2714,dem_9t_1m,,0.9407,0.5678,1.9876,0.4246,560
481.1756,481.9804,482.1452,0.8047,0.9695,5.5000,5.8310,11.0000,0.0732,0.0960,25.4926,-0.1188,-0.5378,6.1459,494,621172.8146,4596679.2846,dem_9t_1m,,1.1263,0.4429,1.9858,0.4179,561
479.3246,479.7845,480.4096,0.4600,1.0850,6.5000,5.8310,13.0000,0.0354,0.2777,20.3506,-0.0607,-0.2772,4.7784,131,619913.4092,4595532.4051,dem_9t_1m,,0.9374,0.6999,1.9801,0.4169,562
485.4111,486.3190,486.9555,0.9079,1.5444,5.0000,5.3852,10.0000,0.0908,0.3088,23.7687,-0.2620,-0.6751,12.9332,313,620878.9698,4596195.2759,dem_9t_1m,,0.8513,0.5195,1.9753,0.4113,563
466.9900,467.3159,467.6366,0.3259,0.6466,4.5000,5.3852,9.0000,0.0362,0.1472,6.9115,-0.0462,-0.2241,2.7413,498,620452.2886,4597059.2847,dem_9t_1m,,1.2711,0.9308,1.9728,0.4495,564
427.2134,427.5650,428.2343,0.3516,1.0209,4.0000,5.0990,8.0000,0.0440,0.4195,5.8915,-0.1722,-0.2184,7.3475,59,622335.2238,4594790.9276,dem_9t_1m,,1.2033,0.7604,1.9719,0.4319,565
424.7884,425.7760,426.4829,0.9876,1.6945,5.0000,5.3852,10.0000,0.0988,0.4420,25.8548,-0.2398,-0.7233,10.3187,324,622195.5390,4596335.8104,dem_9t_1m,,1.0993,0.4922,1.9686,0.4129,566
439.2433,440.2963,440.9351,1.0530,1.6919,5.5000,5.3852,11.0000,0.0957,0.5085,33.3579,-0.2415,-0.7631,10.1705,51,622185.8878,4595273.2780,dem_9t_1m,,1.0835,0.4700,1.9678,0.4188,567
474.4937,475.3186,475.8126,0.8249,1.3189,4.5000,5.3852,9.0000,0.0917,0.2243,17.4918,-0.2239,-0.6066,11.7950,103,620712.3921,4594877.5601,dem_9t_1m,,0.8781,0.5596,1.9654,0.4119,568
406.5523,407.2074,407.9006,0.6551,1.3484,5.0000,5.3852,10.0000,0.0655,0.5603,17.1510,-0.2716,-0.5213,11.8910,247,623627.7462,4596209.0345,dem_9t_1m,,0.7556,0.3445,1.9648,0.4054,569
467.6627,468.2037,468.3631,0.5410,0.7005,4.5000,5.0990,9.0000,0.0601,0.1338,11.4733,-0.1644,-0.3970,7.2305,359,623933.7117,4595127.9998,dem_9t_1m,,1.2033,0.6337,1.9642,0.4160,570
398.4352,399.3266,400.6466,0.8914,2.2115,6.5000,5.3852,13.0000,0.0686,0.9231,39.4400,-0.2332,-0.6328,9.1840,341,623489.1772,4595725.8448,dem_9t_1m,,1.1063,0.5824,1.9638,0.4299,571
